@relation mididateWEKA
@attribute s {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
71,72,74,65,64,67,55,55,59,50,48,55
72,74,76,64,67,67,55,59,60,48,55,48
74,76,74,67,67,65,59,60,55,55,48,48
76,74,72,67,65,64,60,55,55,48,48,48
74,72,74,65,64,65,55,55,57,48,48,53
72,74,72,64,65,65,55,57,57,48,53,53
74,72,69,65,65,65,57,57,60,53,53,53
72,69,67,65,65,64,57,60,60,53,53,55
69,67,72,65,64,64,60,60,60,53,55,55
67,72,71,64,64,65,60,60,62,55,55,55
72,71,74,64,65,65,60,62,59,55,55,55
71,74,72,65,65,64,62,59,60,55,55,48
74,72,74,65,64,67,59,60,59,55,48,55
72,74,74,64,67,71,60,59,62,48,55,55
74,74,76,67,71,72,59,62,60,55,55,55
74,76,77,71,72,74,62,60,59,55,55,55
76,77,76,72,74,72,60,59,60,55,55,48
77,76,77,74,72,74,59,60,60,55,48,48
76,77,79,72,74,76,60,60,60,48,48,48
77,79,74,74,76,71,60,60,62,48,48,55
79,74,76,76,71,72,60,62,60,48,55,55
74,76,77,71,72,74,62,60,59,55,55,55
76,77,76,72,74,72,60,59,60,55,55,48
77,76,79,74,72,76,59,60,60,55,48,48
76,79,76,72,76,72,60,60,67,48,48,48
79,76,74,76,72,67,60,67,65,48,48,48
76,74,72,72,67,67,67,65,64,48,48,48
74,72,74,67,67,69,65,64,65,48,48,53
72,74,72,67,69,69,64,65,65,48,53,53
74,72,69,69,69,65,65,65,60,53,53,53
72,69,67,69,65,64,65,60,60,53,53,55
69,67,76,65,64,67,60,60,60,53,55,55
67,76,76,64,67,67,60,60,59,55,55,55
76,76,74,67,67,65,60,59,59,55,55,55
76,74,72,67,65,64,59,59,60,55,55,48
74,72,72,65,64,65,59,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,60,64,0,60,64,0,48,52,0,48,48
60,64,60,60,64,60,48,52,48,48,48,48
64,60,67,64,60,67,52,48,55,48,48,55
60,67,69,60,67,69,48,55,57,48,55,57
67,69,67,67,69,67,55,57,55,55,57,55
69,67,67,69,67,67,57,55,59,57,55,55
67,67,71,67,67,67,55,59,62,55,55,55
67,71,67,67,67,67,59,62,59,55,55,53
71,67,74,67,67,67,62,59,59,55,53,55
67,74,76,67,67,67,59,59,60,53,55,55
74,76,74,67,67,67,59,60,59,55,55,55
76,74,72,67,67,69,60,59,64,55,55,48
74,72,71,67,69,67,59,64,62,55,48,50
72,71,69,69,67,66,64,62,60,48,50,50
71,69,67,67,66,67,62,60,59,50,50,55
69,67,67,66,67,64,60,59,60,50,55,48
67,67,64,67,64,60,59,60,55,55,48,48
67,64,65,64,60,62,60,55,55,48,48,48
64,65,67,60,62,64,55,55,60,48,48,48
65,67,69,62,64,65,55,60,60,48,48,48
67,69,67,64,65,64,60,60,60,48,48,48
69,67,64,65,64,60,60,60,55,48,48,48
67,64,65,64,60,62,60,55,55,48,48,48
64,65,67,60,62,64,55,55,60,48,48,48
65,67,69,62,64,65,55,60,60,48,48,48
67,69,67,64,65,64,60,60,60,48,48,48
69,67,72,65,64,67,60,60,60,48,48,52
67,72,74,64,67,67,60,60,59,48,52,55
72,74,76,67,67,67,60,59,60,52,55,60
74,76,77,67,67,69,59,60,60,55,60,60
76,77,76,67,69,67,60,60,60,60,60,60
77,76,74,69,67,69,60,60,65,60,60,53
76,74,72,67,69,67,60,65,64,60,53,55
74,72,71,69,67,65,65,64,62,53,55,43
72,71,72,67,65,64,64,62,60,55,43,48
71,72,72,65,64,65,62,60,57,43,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,60,64,0,55,60,0,52,55,0,48,48
60,64,67,55,60,60,52,55,52,48,48,48
64,67,69,60,60,60,55,52,53,48,48,48
67,69,67,60,60,60,52,53,52,48,48,48
69,67,64,60,60,60,53,52,55,48,48,48
67,64,60,60,60,55,52,55,55,48,48,52
64,60,65,60,55,59,55,55,55,48,52,50
60,65,64,55,59,60,55,55,55,52,50,48
65,64,64,59,60,60,55,55,55,50,48,43
64,64,62,60,60,59,55,55,55,48,43,43
64,62,60,60,59,55,55,55,52,43,43,48
62,60,64,59,55,60,55,52,55,43,48,48
60,64,67,55,60,60,52,55,52,48,48,48
64,67,69,60,60,60,55,52,53,48,48,48
67,69,67,60,60,60,52,53,52,48,48,48
69,67,64,60,60,60,53,52,55,48,48,48
67,64,62,60,60,59,52,55,55,48,48,43
64,62,64,60,59,60,55,55,55,48,43,48
62,64,69,59,60,64,55,55,60,43,48,45
64,69,67,60,64,62,55,60,59,48,45,50
69,67,66,64,62,60,60,59,57,45,50,50
67,66,67,62,60,59,59,57,55,50,50,43
66,67,67,60,59,60,57,55,52,50,43,48
67,67,72,59,60,64,55,52,55,43,48,48
67,72,67,60,64,60,52,55,55,48,48,52
72,67,65,64,60,59,55,55,55,48,52,50
67,65,64,60,59,60,55,55,55,52,50,48
65,64,69,59,60,60,55,55,53,50,48,53
64,69,67,60,60,60,55,53,55,48,53,52
69,67,71,60,60,65,53,55,55,53,52,50
67,71,72,60,65,64,55,55,55,52,50,48
71,72,67,65,64,60,55,55,52,50,48,48
72,67,67,64,60,62,55,52,55,48,48,47
67,67,65,60,62,62,52,55,55,48,47,47
67,65,64,62,62,60,55,55,55,47,47,48
65,64,64,62,60,60,55,55,55,47,48,43
64,64,62,60,60,59,55,55,55,48,43,43
64,62,60,60,59,55,55,55,52,43,43,48
62,60,64,59,55,60,55,52,55,43,48,48
60,64,67,55,60,60,52,55,52,48,48,48
64,67,69,60,60,60,55,52,53,48,48,48
67,69,67,60,60,60,52,53,52,48,48,48
69,67,64,60,60,60,53,52,55,48,48,48
67,64,60,60,60,60,52,55,55,48,48,52
64,60,62,60,60,60,55,55,57,48,52,53
60,62,65,60,60,60,55,57,57,52,53,50
62,65,64,60,60,60,57,57,55,53,50,55
65,64,62,60,60,59,57,55,53,50,55,43
64,62,60,60,59,60,55,53,52,55,43,48
62,60,60,59,60,57,53,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,67,72,0,64,64,0,60,60,0,48,48
67,72,76,64,64,67,60,60,60,48,48,48
72,76,72,64,67,67,60,60,60,48,48,52
76,72,72,67,67,69,60,60,60,48,52,53
72,72,69,67,69,65,60,60,60,52,53,53
72,69,69,69,65,65,60,60,57,53,53,53
69,69,67,65,65,65,60,57,60,53,53,52
69,67,72,65,65,65,57,60,60,53,52,52
67,72,74,65,65,65,60,60,59,52,52,50
72,74,76,65,65,65,60,59,60,52,50,48
74,76,74,65,65,65,59,60,59,50,48,55
76,74,67,65,65,65,60,59,59,48,55,55
74,67,72,65,65,65,59,59,60,55,55,48
67,72,76,65,65,65,59,60,60,55,48,48
72,76,72,65,65,65,60,60,60,48,48,52
76,72,72,65,65,65,60,60,60,48,52,53
72,72,69,65,65,65,60,60,60,52,53,53
72,69,72,65,65,65,60,60,57,53,53,53
69,72,67,65,65,65,60,57,60,53,53,52
72,67,72,65,65,65,57,60,60,53,52,48
67,72,76,65,65,65,60,60,60,52,48,55
72,76,74,65,65,65,60,60,59,48,55,55
76,74,72,65,65,65,60,59,60,55,55,48
74,72,67,65,65,65,59,60,55,55,48,55
72,67,74,65,65,65,60,55,59,48,55,55
67,74,72,65,65,65,55,59,57,55,55,55
74,72,74,65,65,65,59,57,59,55,55,55
72,74,76,65,65,65,57,59,60,55,55,60
74,76,76,65,65,65,59,60,60,55,60,59
76,76,77,65,65,65,60,60,60,60,59,57
76,77,76,65,65,65,60,60,60,59,57,55
77,76,69,65,65,65,60,60,60,57,55,53
76,69,74,65,65,65,60,60,65,55,53,50
69,74,72,65,65,65,60,65,64,53,50,55
74,72,71,65,65,65,65,64,62,50,55,55
72,71,67,65,65,65,64,62,59,55,55,55
71,67,72,65,65,65,62,59,60,55,55,48
67,72,76,65,65,65,59,60,60,55,48,48
72,76,72,65,65,65,60,60,60,48,48,52
76,72,72,65,65,65,60,60,60,48,52,53
72,72,69,65,65,65,60,60,60,52,53,53
72,69,72,65,65,65,60,60,57,53,53,53
69,72,67,65,65,65,60,57,60,53,53,52
72,67,72,65,65,65,57,60,60,53,52,48
67,72,76,65,65,65,60,60,60,52,48,55
72,76,74,65,65,65,60,60,59,48,55,55
76,74,72,65,65,65,60,59,60,55,55,48
74,72,72,65,65,65,59,60,57,55,48,53
72,72,72,65,65,65,60,57,55,48,53,48
72,72,0,65,65,0,57,55,0,53,48,0
0,72,71,0,64,64,0,55,55,0,48,48
72,71,69,64,64,65,55,55,60,48,48,48
71,69,67,64,65,64,55,60,60,48,48,48
69,67,69,65,64,65,60,60,60,48,48,53
67,69,72,64,65,65,60,60,57,48,53,53
69,72,69,65,65,65,60,57,60,53,53,53
72,69,69,65,65,65,57,60,60,53,53,48
69,69,67,65,65,64,60,60,60,53,48,48
69,67,76,65,64,67,60,60,60,48,48,60
67,76,74,64,67,67,60,60,62,48,60,59
76,74,72,67,67,67,60,62,62,60,59,57
74,72,72,67,67,66,62,62,62,59,57,57
72,72,71,67,66,67,62,62,62,57,57,55
72,71,69,66,67,64,62,62,60,57,55,48
71,69,67,67,64,62,62,60,59,55,48,50
69,67,66,64,62,62,60,59,57,48,50,50
67,66,67,62,62,62,59,57,59,50,50,55
66,67,72,62,62,64,57,59,55,50,55,48
67,72,71,62,64,64,59,55,55,55,48,48
72,71,69,64,64,65,55,55,60,48,48,48
71,69,67,64,65,64,55,60,60,48,48,48
69,67,67,65,64,67,60,60,60,48,48,52
67,67,77,64,67,67,60,60,59,48,52,50
67,77,76,67,67,67,60,59,60,52,50,48
77,76,76,67,67,67,59,60,60,50,48,55
76,76,74,67,67,67,60,60,59,48,55,55
76,74,79,67,67,67,60,59,64,55,55,48
74,79,76,67,67,67,59,64,60,55,48,60
79,76,77,67,67,67,64,60,62,48,60,60
76,77,79,67,67,67,60,62,64,60,60,60
77,79,71,67,67,67,62,64,62,60,60,55
79,71,71,67,67,65,64,62,62,60,55,55
71,71,72,67,65,64,62,62,60,55,55,57
71,72,77,65,64,69,62,60,60,55,57,53
72,77,76,64,69,67,60,60,60,57,53,55
77,76,74,69,67,65,60,60,59,53,55,55
76,74,72,67,65,64,60,59,60,55,55,48
74,72,72,65,64,65,59,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,67,76,0,64,67,0,60,60,0,48,48
67,76,74,64,67,65,60,60,60,48,48,48
76,74,72,67,65,69,60,60,60,48,48,53
74,72,69,65,69,65,60,60,60,48,53,53
72,69,72,69,65,64,60,60,60,53,53,48
69,72,67,65,64,64,60,60,60,53,48,48
72,67,69,64,64,65,60,60,60,48,48,48
67,69,67,64,65,64,60,60,60,48,48,48
69,67,76,65,64,67,60,60,60,48,48,48
67,76,74,64,67,67,60,60,59,48,48,55
76,74,76,67,67,67,60,59,60,48,55,48
74,76,77,67,67,67,59,60,62,55,48,48
76,77,79,67,67,67,60,62,64,48,48,48
77,79,76,67,67,67,62,64,60,48,48,48
79,76,72,67,67,69,64,60,60,48,48,53
76,72,69,67,69,65,60,60,60,48,53,53
72,69,72,69,65,69,60,60,60,53,53,53
69,72,67,65,69,64,60,60,60,53,53,55
72,67,76,69,64,67,60,60,60,53,55,55
67,76,74,64,67,65,60,60,59,55,55,55
76,74,76,67,65,67,60,59,59,55,55,55
74,76,72,65,67,64,59,59,60,55,55,48
76,72,71,67,64,67,59,60,55,55,48,55
72,71,74,64,67,71,60,55,55,48,55,55
71,74,74,67,71,67,55,55,59,55,55,55
74,74,72,71,67,64,55,59,60,55,55,48
74,72,74,67,64,65,59,60,60,55,48,48
72,74,76,64,65,67,60,60,60,48,48,48
74,76,69,65,67,65,60,60,60,48,48,53
76,69,72,67,65,69,60,60,60,48,53,53
69,72,72,65,69,65,60,60,57,53,53,53
72,72,71,69,65,62,60,57,55,53,53,55
72,71,72,65,62,67,57,55,57,53,55,55
71,72,74,62,67,67,55,57,59,55,55,55
72,74,76,67,67,72,57,59,60,55,55,48
74,76,77,67,72,74,59,60,60,55,48,48
76,77,79,72,74,76,60,60,60,48,48,48
77,79,76,74,76,72,60,60,60,48,48,48
79,76,72,76,72,69,60,60,60,48,48,53
76,72,69,72,69,65,60,60,60,48,53,53
72,69,72,69,65,69,60,60,60,53,53,53
69,72,67,65,69,64,60,60,60,53,53,55
72,67,76,69,64,67,60,60,60,53,55,55
67,76,74,64,67,65,60,60,59,55,55,55
76,74,76,67,65,67,60,59,59,55,55,55
74,76,72,65,67,64,59,59,60,55,55,48
76,72,72,67,64,65,59,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,62,64,0,62,62,0,53,55,0,50,50
62,64,65,62,62,62,53,55,57,50,50,50
64,65,64,62,62,60,55,57,57,50,50,45
65,64,65,62,60,62,57,57,57,50,45,50
64,65,67,60,62,62,57,57,52,45,50,50
65,67,69,62,62,62,57,52,53,50,50,50
67,69,65,62,62,62,52,53,57,50,50,50
69,65,69,62,62,62,53,57,53,50,50,50
65,69,71,62,62,62,57,53,55,50,50,50
69,71,69,62,62,62,53,55,53,50,50,50
71,69,65,62,62,62,55,53,57,50,50,53
69,65,64,62,62,60,53,57,57,50,53,57
65,64,60,62,60,60,57,57,52,53,57,48
64,60,62,60,60,60,57,52,53,57,48,48
60,62,64,60,60,60,52,53,55,48,48,48
62,64,62,60,60,59,53,55,55,48,48,43
64,62,64,60,59,60,55,55,55,48,43,48
62,64,65,59,60,60,55,55,50,43,48,48
64,65,67,60,60,60,55,50,52,48,48,48
65,67,72,60,60,60,50,52,55,48,48,52
67,72,69,60,60,60,52,55,53,48,52,53
72,69,67,60,60,60,55,53,55,52,53,52
69,67,62,60,60,60,53,55,57,53,52,53
67,62,64,60,60,60,55,57,55,52,53,55
62,64,62,60,60,59,57,55,53,53,55,43
64,62,60,60,59,60,55,53,52,55,43,48
62,60,67,59,60,60,53,52,52,43,48,48
60,67,64,60,60,60,52,52,55,48,48,48
67,64,72,60,60,60,52,55,52,48,48,48
64,72,69,60,60,60,55,52,53,48,48,48
72,69,67,60,60,60,52,53,52,48,48,48
69,67,64,60,60,60,53,52,55,48,48,48
67,64,72,60,60,60,52,55,52,48,48,48
64,72,67,60,60,60,55,52,52,48,48,48
72,67,64,60,60,60,52,52,55,48,48,48
67,64,72,60,60,64,52,55,57,48,48,45
64,72,69,60,64,64,55,57,57,48,45,48
72,69,71,64,64,62,57,57,55,45,48,50
69,71,69,64,62,60,57,55,54,48,50,50
71,69,67,62,60,59,55,54,55,50,50,43
69,67,64,60,59,60,54,55,55,50,43,48
67,64,62,59,60,59,55,55,53,43,48,48
64,62,60,60,59,60,55,53,52,48,48,48
62,60,62,59,60,59,53,52,55,48,48,43
60,62,64,60,59,60,52,55,55,48,43,48
62,64,65,59,60,60,55,55,55,43,48,50
64,65,67,60,60,60,55,55,55,48,50,52
65,67,72,60,60,64,55,55,55,50,52,48
67,72,69,60,64,65,55,55,57,52,48,48
72,69,67,64,65,64,55,57,60,48,48,48
69,67,62,65,64,62,57,60,57,48,48,41
67,62,64,64,62,60,60,57,55,48,41,43
62,64,62,62,60,59,57,55,53,41,43,43
64,62,60,60,59,60,55,53,52,43,43,48
62,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,64,65,0,60,60,0,55,55,0,48,50
64,65,67,60,60,60,55,55,55,48,50,52
65,67,60,60,60,60,55,55,52,50,52,45
67,60,62,60,60,60,55,52,57,52,45,41
60,62,64,60,60,59,52,57,55,45,41,43
62,64,65,60,59,59,57,55,55,41,43,43
64,65,64,59,59,60,55,55,55,43,43,48
65,64,62,59,60,59,55,55,55,43,48,50
64,62,60,60,59,60,55,55,55,48,50,52
62,60,69,59,60,60,55,55,53,50,52,53
60,69,67,60,60,60,55,53,55,52,53,52
69,67,67,60,60,60,53,55,57,53,52,50
67,67,65,60,60,62,55,57,57,52,50,41
67,65,64,60,62,60,57,57,57,50,41,41
65,64,62,62,60,60,57,57,50,41,41,43
64,62,62,60,60,59,57,50,55,41,43,43
62,62,64,60,59,60,50,55,55,43,43,48
62,64,65,59,60,59,55,55,55,43,48,50
64,65,69,60,59,57,55,55,48,48,50,41
65,69,69,59,57,60,55,48,53,50,41,41
69,69,69,57,60,61,48,53,52,41,41,45
69,69,64,60,61,61,53,52,57,41,45,45
69,64,65,61,61,62,52,57,57,45,45,50
64,65,64,61,62,60,57,57,55,45,50,55
65,64,62,62,60,59,57,55,55,50,55,53
64,62,67,60,59,60,55,55,55,55,53,52
62,67,60,59,60,55,55,55,52,53,52,52
67,60,60,60,55,57,55,52,52,52,52,45
60,60,65,55,57,62,52,52,57,52,45,41
60,65,64,57,62,60,52,57,55,45,41,43
65,64,62,62,60,59,57,55,53,41,43,43
64,62,60,60,59,60,55,53,52,43,43,48
62,60,60,59,60,57,53,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,74,74,0,71,71,0,60,60,0,48,52
74,74,72,71,71,69,60,60,59,48,52,55
74,72,71,71,69,71,60,59,60,52,55,60
72,71,74,69,71,71,59,60,60,55,60,60
71,74,74,71,71,71,60,60,60,60,60,57
74,74,79,71,71,71,60,60,60,60,57,57
74,79,79,71,71,72,60,60,60,57,57,57
79,79,79,71,72,74,60,60,64,57,57,55
79,79,81,72,74,74,60,64,65,57,55,55
79,81,77,74,74,74,64,65,62,55,55,55
81,77,77,74,74,72,65,62,62,55,55,55
77,77,81,74,72,74,62,62,59,55,55,55
77,81,76,72,74,67,62,59,60,55,55,48
81,76,74,74,67,67,59,60,62,55,48,47
76,74,72,67,67,67,60,62,64,48,47,48
74,72,71,67,67,67,62,64,62,47,48,50
72,71,69,67,67,66,64,62,60,48,50,50
71,69,67,67,66,67,62,60,59,50,50,55
69,67,72,66,67,64,60,59,60,50,55,48
67,72,72,67,64,67,59,60,60,55,48,52
72,72,67,64,67,64,60,60,60,48,52,48
72,67,69,67,64,65,60,60,60,52,48,53
67,69,72,64,65,67,60,60,60,48,53,52
69,72,77,65,67,65,60,60,62,53,52,50
72,77,76,67,65,67,60,62,60,52,50,52
77,76,74,65,67,65,62,60,57,50,52,53
76,74,72,67,65,65,60,57,57,52,53,53
74,72,72,65,65,64,57,57,55,53,53,55
72,72,71,65,64,62,57,55,55,53,55,55
72,71,69,64,62,62,55,55,57,55,55,53
71,69,69,62,62,62,55,57,59,55,53,53
69,69,67,62,62,64,57,59,60,53,53,52
69,67,67,62,64,60,59,60,55,53,52,52
67,67,65,64,60,59,60,55,55,52,52,50
67,65,64,60,59,60,55,55,55,52,50,48
65,64,67,59,60,64,55,55,60,50,48,48
64,67,72,60,64,64,55,60,60,48,48,57
67,72,72,64,64,65,60,60,60,48,57,57
72,72,72,64,65,67,60,60,64,57,57,55
72,72,74,65,67,67,60,64,65,57,55,55
72,74,71,67,67,67,64,65,62,55,55,55
74,71,71,67,67,65,65,62,62,55,55,55
71,71,72,67,65,64,62,62,60,55,55,48
71,72,72,65,64,65,62,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,67,72,0,67,65,0,64,60,0,60,57
67,72,74,67,65,65,64,60,59,60,57,55
72,74,76,65,65,64,60,59,60,57,55,48
74,76,74,65,64,65,59,60,62,55,48,48
76,74,72,64,65,67,60,62,64,48,48,48
74,72,79,65,67,67,62,64,60,48,48,52
72,79,77,67,67,69,64,60,60,48,52,53
79,77,76,67,69,67,60,60,60,52,53,55
77,76,74,69,67,66,60,60,60,53,55,57
76,74,74,67,66,67,60,60,62,55,57,59
74,74,74,66,67,65,60,62,62,57,59,59
74,74,76,67,65,64,62,62,67,59,59,60
74,76,74,65,64,71,62,67,67,59,60,62
76,74,71,64,71,67,67,67,62,60,62,62
74,71,69,71,67,66,67,62,60,62,62,50
71,69,67,67,66,67,62,60,59,62,50,55
69,67,74,66,67,71,60,59,62,50,55,55
67,74,74,67,71,69,59,62,57,55,55,53
74,74,76,71,69,67,62,57,59,55,53,52
74,76,76,69,67,67,57,59,61,53,52,52
76,76,77,67,67,65,59,61,62,52,52,50
76,77,76,67,65,67,61,62,64,52,50,50
77,76,74,65,67,69,62,64,65,50,50,50
76,74,72,67,69,69,64,65,60,50,50,53
74,72,72,69,69,67,65,60,55,50,53,52
72,72,74,69,67,65,60,55,57,53,52,50
72,74,74,67,65,65,55,57,59,52,50,50
74,74,76,65,65,64,57,59,60,50,50,48
74,76,74,65,64,65,59,60,62,50,48,48
76,74,72,64,65,67,60,62,64,48,48,48
74,72,79,65,67,67,62,64,60,48,48,52
72,79,77,67,67,69,64,60,60,48,52,53
79,77,76,67,69,67,60,60,60,52,53,55
77,76,74,69,67,66,60,60,60,53,55,57
76,74,72,67,66,66,60,60,57,55,57,50
74,72,71,66,66,66,60,57,59,57,50,50
72,71,69,66,66,66,57,59,60,50,50,50
71,69,67,66,66,65,59,60,59,50,50,55
69,67,74,66,65,65,60,59,59,50,55,55
67,74,72,65,65,64,59,59,60,55,55,48
74,72,72,65,64,65,59,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,64,67,0,60,62,0,55,55,0,48,47
64,67,65,60,62,62,55,55,55,48,47,47
67,65,64,62,62,60,55,55,55,47,47,48
65,64,64,62,60,59,55,55,55,47,48,43
64,64,62,60,59,59,55,55,53,48,43,43
64,62,60,59,59,60,55,53,52,43,43,45
62,60,62,59,60,59,53,52,52,43,45,45
60,62,64,60,59,60,52,52,57,45,45,45
62,64,65,59,60,62,52,57,57,45,45,41
64,65,64,60,62,60,57,57,55,45,41,43
65,64,62,62,60,59,57,55,55,41,43,43
64,62,67,60,59,60,55,55,55,43,43,52
62,67,72,59,60,60,55,55,52,43,52,48
67,72,71,60,60,60,55,52,55,52,48,52
72,71,69,60,60,60,52,55,53,48,52,53
71,69,67,60,60,60,55,53,55,52,53,52
69,67,65,60,60,59,53,55,55,53,52,50
67,65,62,60,59,62,55,55,55,52,50,47
65,62,64,59,62,60,55,55,55,50,47,48
62,64,65,62,60,62,55,55,57,47,48,41
64,65,62,60,62,59,55,57,55,48,41,43
65,62,65,62,59,62,57,55,57,41,43,41
62,65,64,59,62,60,55,57,55,43,41,43
65,64,64,62,60,59,57,55,53,41,43,43
64,64,62,60,59,59,55,53,53,43,43,44
64,62,60,59,59,60,53,53,52,43,44,45
62,60,62,59,60,59,53,52,52,44,45,45
60,62,64,60,59,60,52,52,57,45,45,45
62,64,66,59,60,60,52,57,57,45,45,45
64,66,69,60,60,62,57,57,50,45,45,47
66,69,67,60,62,62,57,50,55,45,47,47
69,67,72,62,62,60,50,55,55,47,47,52
67,72,71,62,60,62,55,55,55,47,52,50
72,71,69,60,62,62,55,55,54,52,50,48
71,69,67,62,62,62,55,54,55,50,48,47
69,67,62,62,62,62,54,55,55,48,47,47
67,62,64,62,62,60,55,55,55,47,47,48
62,64,69,62,60,64,55,55,60,47,48,45
64,69,67,60,64,62,55,60,59,48,45,50
69,67,66,64,62,62,60,59,57,45,50,50
67,66,66,62,62,60,59,57,57,50,50,50
66,66,67,62,60,59,57,57,55,50,50,43
66,67,62,60,59,59,57,55,55,50,43,53
67,62,64,59,59,59,55,55,55,43,53,53
62,64,65,59,59,59,55,55,55,53,53,53
64,65,69,59,59,60,55,55,53,53,53,41
65,69,69,59,60,60,55,53,52,53,41,41
69,69,67,60,60,59,53,52,50,41,41,43
69,67,65,60,59,59,52,50,50,41,43,43
67,65,64,59,59,60,50,50,48,43,43,45
65,64,72,59,60,60,50,48,53,43,45,45
64,72,72,60,60,60,48,53,57,45,45,45
72,72,71,60,60,62,53,57,55,45,45,47
72,71,69,60,62,62,57,55,53,45,47,47
71,69,67,62,62,64,55,53,52,47,47,48
69,67,64,62,64,55,53,52,52,47,48,48
67,64,60,64,55,57,52,52,53,48,48,53
64,60,65,55,57,62,52,53,57,48,53,50
60,65,64,57,62,60,53,57,55,53,50,55
65,64,65,62,60,59,57,55,50,50,55,43
64,65,62,60,59,59,55,50,53,55,43,43
65,62,60,59,59,60,50,53,52,43,43,48
62,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,60,64,0,60,60,0,52,55,0,48,48
60,64,65,60,60,59,52,55,55,48,48,50
64,65,67,60,59,60,55,55,55,48,50,52
65,67,67,59,60,64,55,55,60,50,52,48
67,67,69,60,64,65,55,60,60,52,48,53
67,69,71,64,65,65,60,60,55,48,53,50
69,71,72,65,65,64,60,55,55,53,50,48
71,72,67,65,64,64,55,55,55,50,48,48
72,67,72,64,64,64,55,55,55,48,48,48
67,72,67,64,64,60,55,55,55,48,48,52
72,67,65,64,60,59,55,55,55,48,52,50
67,65,64,60,59,60,55,55,55,52,50,48
65,64,62,59,60,57,55,55,53,50,48,53
64,62,60,60,57,60,55,53,55,48,53,52
62,60,65,57,60,59,53,55,55,53,52,50
60,65,64,60,59,60,55,55,55,52,50,48
65,64,62,59,60,59,55,55,55,50,48,43
64,62,67,60,59,62,55,55,55,48,43,47
62,67,69,59,62,62,55,55,54,43,47,50
67,69,71,62,62,62,55,54,55,47,50,55
69,71,74,62,62,62,54,55,55,50,55,47
71,74,74,62,62,64,55,55,55,55,47,48
74,74,72,62,64,64,55,55,55,47,48,48
74,72,71,64,64,62,55,55,55,48,48,50
72,71,69,64,62,60,55,55,54,48,50,50
71,69,67,62,60,59,55,54,55,50,50,43
69,67,67,60,59,59,54,55,55,50,43,53
67,67,67,59,59,62,55,55,55,43,53,53
67,67,67,59,62,60,55,55,55,53,53,52
67,67,72,62,60,64,55,55,55,53,52,48
67,72,62,60,64,62,55,55,57,52,48,53
72,62,69,64,62,65,55,57,53,48,53,50
62,69,67,62,65,64,57,53,55,53,50,52
69,67,65,65,64,62,53,55,57,50,52,53
67,65,64,64,62,60,55,57,55,52,53,55
65,64,62,62,60,59,57,55,53,53,55,43
64,62,60,60,59,60,55,53,52,55,43,48
62,60,60,59,60,57,53,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,67,72,0,64,67,0,60,64,0,48,60
67,72,72,64,67,69,60,64,64,48,60,57
72,72,74,67,69,71,64,64,67,60,57,55
72,74,76,69,71,72,64,67,67,57,55,60
74,76,76,71,72,72,67,67,67,55,60,59
76,76,76,72,72,72,67,67,69,60,59,57
76,76,77,72,72,72,67,69,69,59,57,57
76,77,79,72,72,72,69,69,67,57,57,52
77,79,76,72,72,72,69,67,67,57,52,52
79,76,76,72,72,72,67,67,67,52,52,53
76,76,74,72,72,71,67,67,65,52,53,55
76,74,72,72,71,67,67,65,64,53,55,60
74,72,67,71,67,67,65,64,62,55,60,59
72,67,72,67,67,64,64,62,60,60,59,57
67,72,72,67,64,69,62,60,64,59,57,57
72,72,72,64,69,69,60,64,64,57,57,55
72,72,74,69,69,69,64,64,62,57,55,53
72,74,76,69,69,69,64,62,59,55,53,52
74,76,76,69,69,68,62,59,59,53,52,52
76,76,76,69,68,69,59,59,60,52,52,57
76,76,77,68,69,69,59,60,60,52,57,57
76,77,79,69,69,67,60,60,60,57,57,52
77,79,76,69,67,69,60,60,60,57,52,53
79,76,74,67,69,71,60,60,65,52,53,55
76,74,72,69,71,72,60,65,65,53,55,60
74,72,72,71,72,72,65,65,64,55,60,60
72,72,76,72,72,72,65,64,67,60,60,60
